2000, 0.03100, 0.005
4000, 0.01941, 0.005
6000, 0.01613, 0.005
8000, 0.01416, 0.005
10000, 0.01281, 0.005
12000, 0.01378, 0.02
14000, 0.01124, 0.02
16000, 0.00982, 0.02
18000, 0.00893, 0.02
20000, 0.00825, 0.02
22000, 0.00774, 0.02
24000, 0.00723, 0.02
26000, 0.00693, 0.02
28000, 0.00666, 0.02
30000, 0.00635, 0.02
32000, 0.00617, 0.02
34000, 0.00601, 0.02
36000, 0.00570, 0.02
38000, 0.00540, 0.02
40000, 0.00529, 0.02
42000, 0.00514, 0.02
44000, 0.00493, 0.02
46000, 0.00477, 0.02
48000, 0.00456, 0.02
50000, 0.00444, 0.02
52000, 0.00443, 0.02
54000, 0.00437, 0.02
56000, 0.00423, 0.02
58000, 0.00407, 0.02
60000, 0.00409, 0.02
62000, 0.00392, 0.02
64000, 0.00390, 0.02
66000, 0.00376, 0.02
68000, 0.00377, 0.02
70000, 0.00358, 0.02
72000, 0.00357, 0.02
74000, 0.00369, 0.02
76000, 0.00354, 0.02
78000, 0.00354, 0.02
80000, 0.00340, 0.02
82000, 0.00339, 0.02
84000, 0.00335, 0.02
86000, 0.00328, 0.02
88000, 0.00327, 0.02
90000, 0.00318, 0.02
92000, 0.00315, 0.02
94000, 0.00313, 0.02
96000, 0.00306, 0.02
98000, 0.00304, 0.02
100000, 0.00298, 0.02
102000, 0.00295, 0.02
104000, 0.00296, 0.02
106000, 0.00295, 0.02
108000, 0.00286, 0.02
110000, 0.00289, 0.02
112000, 0.00282, 0.02
114000, 0.00278, 0.02
116000, 0.00275, 0.02
118000, 0.00279, 0.02
120000, 0.00277, 0.02
122000, 0.00267, 0.02
124000, 0.00277, 0.02
126000, 0.00275, 0.02
128000, 0.00264, 0.02
130000, 0.00269, 0.02
132000, 0.00259, 0.02
134000, 0.00263, 0.02
136000, 0.00260, 0.02
138000, 0.00259, 0.02
140000, 0.00258, 0.02
142000, 0.00256, 0.02
144000, 0.00251, 0.02
146000, 0.00250, 0.02
148000, 0.00253, 0.02
150000, 0.00258, 0.02
152000, 0.00249, 0.02
154000, 0.00238, 0.02
156000, 0.00246, 0.02
158000, 0.00243, 0.02
160000, 0.00248, 0.02
162000, 0.00241, 0.02
164000, 0.00236, 0.02
166000, 0.00243, 0.02
168000, 0.00235, 0.02
170000, 0.00236, 0.02
172000, 0.00240, 0.02
174000, 0.00233, 0.02
176000, 0.00237, 0.02
178000, 0.00230, 0.02
180000, 0.00239, 0.02
182000, 0.00229, 0.02
184000, 0.00227, 0.02
186000, 0.00224, 0.02
188000, 0.00231, 0.02
190000, 0.00222, 0.02
192000, 0.00232, 0.02
194000, 0.00223, 0.02
196000, 0.00224, 0.02
198000, 0.00223, 0.02
200000, 0.00224, 0.02
