2000, 0.02951, 0.005
4000, 0.01812, 0.005
6000, 0.01474, 0.005
8000, 0.01290, 0.005
10000, 0.01164, 0.005
12000, 0.01251, 0.02
14000, 0.01012, 0.02
16000, 0.00881, 0.02
18000, 0.00797, 0.02
20000, 0.00717, 0.02
22000, 0.00672, 0.02
24000, 0.00620, 0.02
26000, 0.00586, 0.02
28000, 0.00558, 0.02
30000, 0.00528, 0.02
32000, 0.00505, 0.02
34000, 0.00491, 0.02
36000, 0.00463, 0.02
38000, 0.00446, 0.02
40000, 0.00431, 0.02
42000, 0.00405, 0.02
44000, 0.00398, 0.02
46000, 0.00379, 0.02
48000, 0.00374, 0.02
50000, 0.00355, 0.02
52000, 0.00350, 0.02
54000, 0.00347, 0.02
56000, 0.00333, 0.02
58000, 0.00325, 0.02
60000, 0.00321, 0.02
62000, 0.00311, 0.02
64000, 0.00301, 0.02
66000, 0.00301, 0.02
68000, 0.00291, 0.02
70000, 0.00293, 0.02
72000, 0.00277, 0.02
74000, 0.00277, 0.02
76000, 0.00269, 0.02
78000, 0.00268, 0.02
80000, 0.00264, 0.02
82000, 0.00257, 0.02
84000, 0.00257, 0.02
86000, 0.00250, 0.02
88000, 0.00246, 0.02
90000, 0.00247, 0.02
92000, 0.00245, 0.02
94000, 0.00242, 0.02
96000, 0.00235, 0.02
98000, 0.00230, 0.02
100000, 0.00231, 0.02
102000, 0.00230, 0.02
104000, 0.00225, 0.02
106000, 0.00220, 0.02
108000, 0.00213, 0.02
110000, 0.00214, 0.02
112000, 0.00211, 0.02
114000, 0.00212, 0.02
116000, 0.00208, 0.02
118000, 0.00205, 0.02
120000, 0.00203, 0.02
122000, 0.00211, 0.02
124000, 0.00203, 0.02
126000, 0.00207, 0.02
128000, 0.00195, 0.02
130000, 0.00200, 0.02
132000, 0.00194, 0.02
134000, 0.00194, 0.02
136000, 0.00190, 0.02
138000, 0.00195, 0.02
140000, 0.00188, 0.02
142000, 0.00186, 0.02
144000, 0.00188, 0.02
146000, 0.00183, 0.02
148000, 0.00185, 0.02
150000, 0.00186, 0.02
152000, 0.00177, 0.02
154000, 0.00180, 0.02
156000, 0.00173, 0.02
158000, 0.00174, 0.02
160000, 0.00176, 0.02
162000, 0.00179, 0.02
164000, 0.00170, 0.02
166000, 0.00172, 0.02
168000, 0.00173, 0.02
170000, 0.00174, 0.02
172000, 0.00168, 0.02
174000, 0.00168, 0.02
176000, 0.00172, 0.02
178000, 0.00163, 0.02
180000, 0.00168, 0.02
182000, 0.00164, 0.02
184000, 0.00166, 0.02
186000, 0.00161, 0.02
188000, 0.00163, 0.02
190000, 0.00164, 0.02
192000, 0.00160, 0.02
194000, 0.00157, 0.02
196000, 0.00160, 0.02
198000, 0.00157, 0.02
200000, 0.00154, 0.02
